Design Points,extrusion,angle_1,radius_small,radius_large,distance_between_circles,frame_fillet_radius,angle_2,ply_angle_1,ply_angle_2,ply_angle_3,ply_angle_4,ply_angle_5,ply_angle_6,ply_angle_7,ply_angle_8,ply_angle_9,ply_angle_10,ply_angle_11,ply_angle_12,ply_angle_13,ply_angle_14,ply_angle_15,ply_angle_16,ply_angle_17,ply_angle_18,ply_angle_19,ply_angle_20,ply_angle_21,ply_angle_22,ply_angle_23,ply_angle_24,ply_angle_25,ply_angle_26,ply_angle_27,ply_angle_28,ply_angle_29,ply_angle_30,ply_angle_31,ply_angle_32,ply_angle_33,ply_angle_34,ply_angle_35,ply_angle_36,ply_angle_37,ply_angle_38,ply_angle_39,ply_angle_40,ply_angle_41,ply_angle_42,ply_angle_43,ply_angle_44,ply_angle_45,ply_angle_46,ply_angle_47,ply_angle_48,ply_angle_49,ply_angle_50,ply_angle_51,ply_angle_52,ply_angle_53,ply_angle_54,ply_angle_55,ply_angle_56,ply_angle_57,ply_angle_58,ply_angle_59,ply_angle_60,ply_angle_61,ply_angle_62,ply_angle_63,ply_angle_64,ply_angle_65,ply_angle_66,ply_angle_67,ply_angle_68,ply_angle_69,ply_angle_70,ply_angle_71,ply_angle_72,ply_angle_73,ply_angle_74,ply_angle_75,ply_angle_76,ply_angle_77,ply_angle_78,ply_angle_79,ply_angle_80,ply_angle_81,ply_angle_82,ply_angle_83,ply_angle_84,ply_angle_85,ply_angle_86,ply_angle_87,ply_angle_88,ply_angle_89,ply_angle_90,ply_angle_91,ply_angle_92,ply_angle_93,ply_angle_94,ply_angle_95,ply_angle_96,ply_angle_97,ply_angle_98,ply_angle_99,ply_angle_100,ply_active_'''''''True,ply_active_2,ply_active_3,ply_active_4,ply_active_5,ply_active_6,ply_active_7,ply_active_8,ply_active_9,ply_active_'''''''True'''''''False,ply_active_'''''''True'''''''True,ply_active_'''''''True2,ply_active_'''''''True3,ply_active_'''''''True4,ply_active_'''''''True5,ply_active_'''''''True6,ply_active_'''''''True7,ply_active_'''''''True8,ply_active_'''''''True9,ply_active_2'''''''False,ply_active_2'''''''True,ply_active_22,ply_active_23,ply_active_24,ply_active_25,ply_active_26,ply_active_27,ply_active_28,ply_active_29,ply_active_3'''''''False,ply_active_3'''''''True,ply_active_32,ply_active_33,ply_active_34,ply_active_35,ply_active_36,ply_active_37,ply_active_38,ply_active_39,ply_active_4'''''''False,ply_active_4'''''''True,ply_active_42,ply_active_43,ply_active_44,ply_active_45,ply_active_46,ply_active_47,ply_active_48,ply_active_49,ply_active_5'''''''False,ply_active_5'''''''True,ply_active_52,ply_active_53,ply_active_54,ply_active_55,ply_active_56,ply_active_57,ply_active_58,ply_active_59,ply_active_6'''''''False,ply_active_6'''''''True,ply_active_62,ply_active_63,ply_active_64,ply_active_65,ply_active_66,ply_active_67,ply_active_68,ply_active_69,ply_active_7'''''''False,ply_active_7'''''''True,ply_active_72,ply_active_73,ply_active_74,ply_active_75,ply_active_76,ply_active_77,ply_active_78,ply_active_79,ply_active_8'''''''False,ply_active_8'''''''True,ply_active_82,ply_active_83,ply_active_84,ply_active_85,ply_active_86,ply_active_87,ply_active_88,ply_active_89,ply_active_9'''''''False,ply_active_9'''''''True,ply_active_92,ply_active_93,ply_active_94,ply_active_95,ply_active_96,ply_active_97,ply_active_98,ply_active_99,ply_active_'''''''True'''''''False'''''''False
dp23,200,10,22.82252667,43.33521931,129.3651119,23.36700182,20,90,0,90,-45,0,0,90,0,90,0,0,0,90,-45,90,45,0,90,0,0,45,90,90,90,90,90,90,45,0,0,90,0,45,90,-45,90,0,0,0,90,0,90,0,0,-45,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp24,200,10,21.83809989,66.83080145,140.9456932,27.65606309,20,90,90,90,45,0,90,45,0,0,90,-45,0,0,90,90,0,0,90,45,-45,-45,90,45,0,90,0,90,-45,0,90,90,0,90,90,90,90,0,90,90,90,90,0,90,90,0,-45,90,0,90,0,45,90,-45,-45,45,90,0,0,90,90,0,0,-45,90,0,0,45,90,0,45,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp25,200,10,15.51920588,55.31882168,169.3897403,24.68503173,20,0,90,45,-45,0,90,0,45,0,90,45,0,45,45,0,-45,0,0,90,90,0,90,0,-45,-45,90,90,90,-45,0,0,45,0,0,90,0,0,-45,-45,45,90,90,0,45,0,-45,90,-45,0,45,0,90,90,45,-45,-45,0,0,90,0,0,45,0,0,-45,90,90,90,-45,-45,0,90,0,90,90,0,0,-45,0,45,45,0,45,90,0,45,0,90,0,-45,45,90,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
dp26,200,10,19.05542348,73.4450757,132.9364571,29.24156558,20,0,0,45,-45,0,-45,90,45,45,0,-45,45,0,-45,0,90,90,90,45,90,45,45,0,0,-45,-45,90,90,-45,0,0,-45,90,90,-45,-45,0,0,45,45,90,45,90,90,90,0,-45,0,45,-45,0,45,45,90,-45,0,-45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp27,200,10,25.08735691,48.99236776,160.699667,19.35504029,20,90,-45,90,90,90,-45,90,90,90,90,0,0,45,45,-45,0,0,45,0,45,0,0,0,-45,0,90,0,0,90,0,-45,0,0,0,45,0,45,0,0,-45,45,45,0,0,90,90,90,90,-45,90,90,90,-45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp28,200,10,23.98012163,77.55689072,150.8803118,22.38393532,20,90,45,0,0,90,0,-45,0,-45,90,90,45,0,90,0,0,90,0,45,90,90,-45,0,-45,0,90,0,0,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp29,200,10,17.92401846,44.66991135,134.389723,25.26764203,20,-45,0,45,45,90,0,0,0,0,0,90,-45,45,-45,45,-45,0,0,0,0,-45,45,-45,45,-45,90,0,0,0,0,0,90,45,45,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp30,200,10,15.12644688,62.78957305,165.3937871,20.68903181,20,0,0,45,0,0,0,0,90,0,90,90,90,0,90,90,90,90,0,45,0,45,90,0,45,45,90,-45,-45,90,0,-45,0,-45,90,0,0,-45,-45,0,0,90,-45,0,-45,0,90,-45,-45,90,45,45,0,90,45,0,45,0,90,90,90,90,0,90,90,90,0,90,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp31,200,10,21.46951064,59.71186578,148.1771203,30.72169009,20,0,0,-45,-45,90,45,90,0,90,90,90,0,0,0,90,0,45,90,45,90,90,-45,0,-45,90,90,45,90,45,0,90,0,0,0,90,90,90,0,90,45,90,-45,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp32,200,10,21.21593491,76.50274838,129.7797128,26.34965993,20,90,90,0,0,-45,-45,90,90,90,90,45,0,90,45,45,0,0,45,90,-45,90,45,45,-45,45,-45,0,90,-45,90,0,45,45,0,90,-45,90,90,-45,0,-45,90,-45,0,-45,90,90,-45,90,0,45,45,0,90,-45,90,0,-45,45,-45,45,45,90,-45,90,45,0,0,45,45,90,0,45,90,90,90,90,-45,-45,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp33,200,10,15.43815189,45.86685021,158.2260036,21.29477917,20,0,90,0,0,90,0,0,0,0,0,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp34,200,10,17.99014533,63.70310809,144.0953994,31.69431766,20,0,0,0,0,0,0,90,-45,-45,90,90,0,0,0,45,-45,90,90,90,45,90,90,-45,90,90,0,90,0,45,45,0,0,0,0,45,45,0,90,0,90,90,-45,90,90,45,90,90,90,-45,45,0,0,0,90,90,-45,-45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp35,200,10,23.85567022,58.37428422,171.8594555,19.72394303,20,0,0,0,90,90,90,90,45,-45,0,90,90,0,0,90,90,0,-45,45,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp36,200,10,24.97719327,68.0244613,162.2220628,23.65382471,20,90,90,0,90,-45,45,90,0,0,90,90,0,90,90,0,0,90,45,-45,90,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp37,200,10,19.1299791,54.2635638,145.7292517,28.67975993,20,90,0,0,90,0,0,90,0,90,-45,45,90,90,45,-45,90,0,90,0,0,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp38,200,10,15.81663456,72.11080747,154.0590744,18.21441433,20,-45,0,90,0,45,90,0,90,0,0,0,0,0,0,-45,90,90,45,0,0,0,0,90,90,-45,0,45,0,-45,90,0,90,90,90,90,90,90,-45,90,0,45,45,0,0,45,45,0,90,-45,90,90,90,90,90,90,0,90,-45,0,45,0,-45,90,90,0,0,0,0,45,90,90,-45,0,0,0,0,0,0,90,0,90,45,0,90,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp39,200,10,21.57610685,49.906984,136.8415398,30.38930118,20,45,0,45,90,45,0,90,90,90,45,90,90,90,90,90,90,0,-45,-45,-45,90,0,90,45,-45,0,0,90,0,0,45,0,0,0,0,90,-45,90,0,-45,90,45,90,90,90,-45,90,90,90,90,90,-45,90,90,90,45,90,-45,0,90,-45,90,0,0,0,0,45,0,0,90,0,0,-45,45,90,0,90,-45,-45,-45,0,90,90,90,90,90,90,45,90,90,90,0,45,90,45,0,45,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
dp40,200,10,22.74788575,60.25903883,147.8504016,18.58761913,20,-45,-45,45,-45,45,90,0,90,90,0,0,45,90,-45,45,45,0,45,0,0,45,90,0,90,-45,45,90,0,90,0,0,-45,-45,0,45,90,-45,45,-45,-45,0,0,-45,-45,45,-45,90,45,0,-45,-45,0,0,90,0,90,45,-45,90,0,90,45,0,0,45,0,45,45,-45,90,45,0,0,90,90,0,90,45,-45,45,-45,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp41,200,10,16.89480917,57.74266178,164.4075534,29.05865147,20,0,45,45,45,0,90,0,0,0,0,90,90,90,-45,90,0,90,45,0,0,90,-45,-45,0,90,90,0,0,-45,90,-45,0,0,90,90,0,-45,-45,90,0,0,45,90,0,90,-45,90,90,90,0,0,0,0,90,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp42,200,10,19.55180145,75.58770168,133.3596302,24.51495283,20,90,90,90,0,-45,90,45,90,0,0,45,0,90,-45,90,0,0,90,90,90,0,0,0,0,90,90,90,0,0,90,-45,90,0,45,0,0,90,45,90,-45,0,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp43,200,10,25.30541741,42.13938793,150.5976246,26.90147726,20,0,0,0,90,90,90,-45,0,-45,0,0,45,90,-45,45,90,90,0,45,0,-45,-45,45,45,90,90,45,45,-45,-45,0,45,0,90,90,45,-45,90,45,0,0,-45,0,-45,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp44,200,10,23.43389275,70.91481601,160.3235929,31.35772949,20,0,-45,0,-45,0,45,90,45,90,90,90,0,90,90,90,45,90,45,0,-45,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp45,200,10,17.66196642,47.02343855,131.8129828,20.97402364,20,45,0,0,45,-45,45,90,0,90,90,90,-45,-45,-45,45,90,90,0,90,0,-45,0,45,0,45,0,-45,0,90,0,90,90,45,-45,-45,-45,90,90,90,0,90,45,-45,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp46,200,10,14.26632811,64.86188719,168.3101258,25.56910268,20,-45,90,90,-45,0,45,90,45,0,0,90,45,45,90,90,-45,0,45,90,-45,90,90,0,0,45,90,-45,-45,0,45,-45,-45,0,0,0,90,0,90,-45,-45,0,45,45,45,0,45,-45,-45,45,0,45,45,45,0,-45,-45,90,0,90,0,0,0,-45,-45,45,0,-45,-45,90,45,0,0,90,90,-45,90,45,0,-45,90,90,45,45,90,0,0,45,90,45,0,-45,90,90,-45,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
dp47,200,10,20.13771506,52.78857278,140.5255883,23.03644343,20,90,0,-45,45,0,90,0,45,0,90,45,0,90,0,0,0,90,90,45,0,90,0,0,0,-45,-45,45,90,90,-45,0,90,45,0,90,0,0,-45,0,0,-45,0,0,0,-45,0,0,-45,0,0,90,0,45,90,0,-45,90,90,45,-45,-45,0,0,0,90,0,45,90,90,0,0,0,90,0,45,90,0,45,0,90,0,45,-45,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp48,200,10,20.42820172,66.27076113,154.3388037,29.4718829,20,0,-45,0,45,45,90,45,-45,0,-45,0,0,-45,0,-45,45,90,45,45,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp49,200,10,14.67897173,51.37938556,137.8032704,19.11740948,20,45,90,45,45,90,90,90,90,90,0,90,-45,0,0,90,-45,45,0,90,45,-45,-45,-45,0,0,0,0,0,0,0,-45,-45,-45,45,90,0,45,-45,90,0,0,-45,90,0,90,90,90,90,90,45,45,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
